geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.009G082600	3.16	1	3.45	6.27	4.28	2.85	2.13	2.05	2.44	3.08	2.32	1.4	2.73	2.34	1.75
phavu.G19833.gnm1.ann1.Phvul.009G082700	1.24	0.48	3.28	7.19	0.91	4.82	1.74	5.87	0.81	1.05	0.82	0.25	3.32	1.15	1.32
phavu.G19833.gnm1.ann1.Phvul.009G082800	1.15	0.17	1.11	1.44	1.06	0.58	1.01	0	0.58	1.5	0.59	0.66	0.81	0.83	0.99
phavu.G19833.gnm1.ann1.Phvul.009G082900	1.97	0.55	4.66	8.56	4.08	2.24	3.96	2.16	4.72	3.06	0.85	0.66	16.32	8.43	4.57
phavu.G19833.gnm1.ann1.Phvul.009G083000	0.82	0.21	2.53	2.5	1.01	1.42	1.66	1.14	1.07	0.69	0.36	0.17	4	3.66	1.25
phavu.G19833.gnm1.ann1.Phvul.009G083100	0	0	11.2	0.16	0.75	0.66	0.55	0	0	0	0	0	0.4	0.23	0
phavu.G19833.gnm1.ann1.Phvul.009G083200	15.33	4.46	18.83	19.46	19.59	7.19	18.29	5.95	11.49	17.67	5.46	6.58	17.79	27.37	36.26
phavu.G19833.gnm1.ann1.Phvul.009G083300	0.84	0	0.09	0.24	0.08	0.13	0.05	0	0.13	0.05	0.2	0	0.15	3.37	3.62
phavu.G19833.gnm1.ann1.Phvul.009G083400	250.67	59.05	225.6	171.27	139.7	34.36	158.72	140.63	246.11	210.3	149.45	150.42	167.6	366.86	384.36
phavu.G19833.gnm1.ann1.Phvul.009G083500	116.24	42.76	32.51	101.46	84.07	80.58	82.81	12.39	15.42	42.53	93.7	68.22	17.7	4.12	9.72
phavu.G19833.gnm1.ann1.Phvul.009G083600	35.32	21.4	33.05	36.27	34.64	20.77	41.14	25.17	48.44	16.38	25.84	23.18	26.65	25.85	34.94
phavu.G19833.gnm1.ann1.Phvul.009G083700	1.93	0.22	1.45	2.59	1.32	0.65	0.57	0.36	0.6	2	1.56	0.74	3.95	0.89	1.08
phavu.G19833.gnm1.ann1.Phvul.009G083800	3.34	0.94	5.36	9.78	6.72	5.1	5.82	7.91	5.32	5	3.79	4.18	3.53	2.22	2.87
phavu.G19833.gnm1.ann1.Phvul.009G083900	5.79	3	5.46	9.12	7.51	4.26	4.74	3.53	5.15	6.63	7.81	5.87	6.42	3.16	6.45
phavu.G19833.gnm1.ann1.Phvul.009G084000	21.37	4.53	22.65	38.1	22	16.23	14	6.63	7.48	31.84	51.52	18.15	44.58	21.91	35.17
phavu.G19833.gnm1.ann1.Phvul.009G084100	15.78	2.89	18.17	25.77	17.43	11.88	14.07	7.62	11.47	23.39	25.22	14.61	31.63	15.97	19.43
phavu.G19833.gnm1.ann1.Phvul.009G084200	8.76	1.45	8.25	11.1	6.86	5.81	8.58	2.91	2.63	11.84	13.16	8.31	20.75	9.43	14.02
phavu.G19833.gnm1.ann1.Phvul.009G084300	1.44	0.04	0.76	2.81	1.35	1.25	0.83	0.21	0.02	2.73	1.19	0.67	3.05	0.89	1.57
phavu.G19833.gnm1.ann1.Phvul.009G084400	27.14	0	27.2	4.27	0	0	0.56	0	0.31	0.36	0.16	0.29	7.45	6.3	0.11
phavu.G19833.gnm1.ann1.Phvul.009G084500	100.35	45.41	16.56	162.45	112.91	22.79	117.1	6.17	18.38	40.07	11.6	7.69	0.13	0.02	0.02
phavu.G19833.gnm1.ann1.Phvul.009G084600	4.68	3.19	3.46	4.59	4.72	1.99	8.94	3.62	3.17	3.57	3.46	2.48	3.54	2.59	2.97
phavu.G19833.gnm1.ann1.Phvul.009G084700	3.85	0.67	9.37	17.76	2.91	2.56	4.09	3.02	1.85	5.39	3.47	2.21	12	4.55	6.67
phavu.G19833.gnm1.ann1.Phvul.009G084800	6.47	3.75	13.18	15.61	15.87	8.38	11.39	7.53	11.96	13	5	4.4	12.07	15.77	18.43
phavu.G19833.gnm1.ann1.Phvul.009G084900	1.15	0.76	1.54	3.43	2.08	1.89	2.93	3.07	2.36	2.94	0.47	0.26	0.13	0.57	1.47
phavu.G19833.gnm1.ann1.Phvul.009G085000	0.39	0.12	0.34	0.56	0.23	0.2	0.93	0.38	0.5	2.25	0.3	0.37	0.14	0.28	0.21
phavu.G19833.gnm1.ann1.Phvul.009G085100	9.6	4.45	8.89	6.22	9.22	3.66	12.32	3.82	6.02	11.54	14.2	13.7	5.17	5.1	4.36
phavu.G19833.gnm1.ann1.Phvul.009G085200	26.34	5.35	89.23	40.09	34.16	5.11	4.81	3.29	1.97	8.91	2	2.77	0.72	12.88	9.57
phavu.G19833.gnm1.ann1.Phvul.009G085300	435.91	165.91	416.11	531.28	536.71	169.87	536.37	387	802.24	320.08	229.15	211.17	116.91	61.12	48.28
phavu.G19833.gnm1.ann1.Phvul.009G085400	0.29	0.16	0.23	0.51	2.63	0.33	0.36	0.07	0.06	0.35	0.28	0.26	0.6	0.55	0.39
phavu.G19833.gnm1.ann1.Phvul.009G085500	1.98	0.63	1.77	3.15	1.96	1.25	2.12	1.22	2.05	1.95	1.16	1.01	1.75	0.83	1.46
phavu.G19833.gnm1.ann1.Phvul.009G085600	4.03	2.23	3.83	5.47	2.67	2.82	3.38	2.42	2.59	5.88	5.5	5.09	7.18	2.85	5.47
phavu.G19833.gnm1.ann1.Phvul.009G085700	153.12	28.2	177.99	146.42	69.71	38.64	100.27	57.22	108.12	143.27	178.06	137.01	181.02	193.31	161.62
phavu.G19833.gnm1.ann1.Phvul.009G085800	0.17	0	0	1.01	0	0	0.06	0	0	0.07	1.88	0.95	0.06	0.06	0.3
phavu.G19833.gnm1.ann1.Phvul.009G085900	6.81	2.33	7.07	13.32	10	6.06	5.25	5.06	11.88	11.35	9.37	5.55	12.18	7.46	11.95
phavu.G19833.gnm1.ann1.Phvul.009G086000	53.41	59.74	25.87	23.72	45.6	12.48	35.22	24.14	72.43	7.44	10.82	12.94	7.09	13.08	9.34
phavu.G19833.gnm1.ann1.Phvul.009G086100	11.12	18.63	14.01	9.65	10.12	1.95	9.4	4.87	17.1	7.82	8.44	8.15	8.52	17.03	18.25
phavu.G19833.gnm1.ann1.Phvul.009G086200	222.28	183.92	590.5	308.51	532.87	188.28	752.67	613.94	657.62	2328.88	1299.67	745.38	416.92	313.94	439.47
phavu.G19833.gnm1.ann1.Phvul.009G086300	3.32	0.72	1.81	4.59	3.42	1.54	1.48	1.36	1.83	3.21	2.61	1.15	4.06	2.81	4.55
phavu.G19833.gnm1.ann1.Phvul.009G086400	7.94	2.58	8.29	8.91	6.93	2.44	10.11	12.33	23.1	6.62	5.14	3.99	9.6	6.4	6.47
phavu.G19833.gnm1.ann1.Phvul.009G086500	18.19	9.18	3.49	6.38	6.68	6.14	3.24	3.24	2.63	4.68	2.29	1.45	1.77	1.52	1.93
phavu.G19833.gnm1.ann1.Phvul.009G086600	6.85	1.46	5.82	8.74	5.12	3.23	3.26	1.97	2.47	7.59	8.91	6.03	9.38	2.7	4.92
phavu.G19833.gnm1.ann1.Phvul.009G086700	33.57	4.13	44.05	151.91	119.69	100.09	38.56	1.25	0.39	293.37	44.43	23.92	82.76	18.79	77.75
phavu.G19833.gnm1.ann1.Phvul.009G086800	98.92	22.57	171.15	126.99	83.53	58.39	92.51	81.43	125.6	98.19	77.84	87.13	183.52	134.03	151.29
phavu.G19833.gnm1.ann1.Phvul.009G086900	5.17	0.18	3.58	10.96	7.52	4.18	3.82	1.75	0.7	4.02	1.42	0.51	10.37	3.53	3.47
phavu.G19833.gnm1.ann1.Phvul.009G087000	2.68	0.47	7.56	4.66	3.99	1.42	4.66	4.25	5.48	3.27	2.68	2.16	10.98	9.32	6.49
phavu.G19833.gnm1.ann1.Phvul.009G087100	16.93	3.02	17.53	44.38	34.78	17.78	21.5	17.24	23.43	48.46	58.55	56.11	20.98	7.56	18.65
phavu.G19833.gnm1.ann1.Phvul.009G087200	0.47	0.05	0.42	0.66	1.11	0.45	0.16	0.06	0	10.94	4.18	4.11	0.49	0.48	0.79
phavu.G19833.gnm1.ann1.Phvul.009G087300	1.13	0.43	3.43	2.27	2.46	1.97	1.56	2.11	2.56	2.3	1.6	1.05	1	4.25	11.47
phavu.G19833.gnm1.ann1.Phvul.009G087400	11.39	0.14	11.8	7.87	1.73	0.47	0.17	1.51	0.47	0.09	0.36	0.22	6.66	17.21	2.48
phavu.G19833.gnm1.ann1.Phvul.009G087500	20.73	15.57	119.57	134.48	72.78	22.91	95.63	89.11	213.13	63.17	17.82	26.88	162.44	117.17	92.67
phavu.G19833.gnm1.ann1.Phvul.009G087600	5.92	1.2	5.06	10.24	5.82	4.26	4.47	2.61	4.61	6.1	4.37	3.23	6.19	4.16	5.15
phavu.G19833.gnm1.ann1.Phvul.009G087700	1.52	12.59	1.74	0.72	0.87	0	0.18	0.33	0	0.2	1.57	0.48	0	0.18	13.02
phavu.G19833.gnm1.ann1.Phvul.009G087800	8.89	3.16	10.84	21.23	15.13	7.63	9.09	7.94	10.07	15.8	10.45	6.31	14.79	11.92	11.97
phavu.G19833.gnm1.ann1.Phvul.009G087900	3.87	0.73	3.63	11.87	4.89	3.03	3.05	2.46	3.17	7.31	3.16	1.41	5.76	3.07	4.33
phavu.G19833.gnm1.ann1.Phvul.009G088000	14	4.51	14.57	34.47	21.31	11.57	12.32	9.13	10.63	25.38	13.47	6.43	22.31	14.06	16.85
phavu.G19833.gnm1.ann1.Phvul.009G088100	26.12	5.18	41.55	47.09	36.79	17.86	26.14	12.48	21.55	59.59	60.95	66.5	58.55	26.7	35.95
phavu.G19833.gnm1.ann1.Phvul.009G088200	10.53	3.75	42.04	59.33	105.39	73.36	131.36	18.07	9.95	93.64	217.62	310.74	64.61	11.53	47.7
phavu.G19833.gnm1.ann1.Phvul.009G088300	1.7	0.07	1.75	2.33	1.32	1.85	1.45	0.93	1.17	2.42	0.61	0.26	1.26	0.77	1.19
phavu.G19833.gnm1.ann1.Phvul.009G088400	9.38	2.4	11.96	23.41	16.91	13.53	25.34	7.85	10.17	16.92	15.15	20.38	39.41	13.5	23.4
phavu.G19833.gnm1.ann1.Phvul.009G088500	5.02	1.19	7.78	9.08	5.78	3.34	8.18	3.69	3.76	7.72	6.18	4.73	6.28	3.42	3.23
phavu.G19833.gnm1.ann1.Phvul.009G088600	116.58	36.94	177.15	187.45	156.97	51.39	167.76	110.82	218.57	188.38	120.57	111.93	264.44	208.11	285.85
phavu.G19833.gnm1.ann1.Phvul.009G088700	11.58	3.79	13.47	26.61	18.81	11.95	12.07	11.98	12.25	21.42	13.1	7.94	20.32	14.84	16.55
phavu.G19833.gnm1.ann1.Phvul.009G088800	5.44	4.05	8.91	11.54	8.96	2.78	6.43	4.78	7.55	6.8	14.52	9.6	8.78	9.42	14.24
phavu.G19833.gnm1.ann1.Phvul.009G088900	5.83	3.07	8.71	16.21	14.07	5.67	6.91	7.73	9.28	8.65	13.27	12.27	17.75	15.54	19.63
phavu.G19833.gnm1.ann1.Phvul.009G089000	8.74	1.68	23.02	13.26	7.76	4.84	2.66	3.48	0.85	0	6.95	3.48	3.52	4.16	13.25
phavu.G19833.gnm1.ann1.Phvul.009G089100	24	9.13	53.16	37.71	29.08	12.3	24.05	20.09	23.09	31.67	20.71	16.6	47.66	40.67	67.15
phavu.G19833.gnm1.ann1.Phvul.009G089200	47.79	8.8	41.09	24.72	13.12	6.88	17.7	6.02	12.18	12.19	15.51	20.47	26.92	45.77	13.61
phavu.G19833.gnm1.ann1.Phvul.009G089300	22.46	3.81	39.33	15.01	3.22	4.12	0.65	0.83	3.61	0.91	0.66	0.12	97.45	23.13	28.46
phavu.G19833.gnm1.ann1.Phvul.009G089400	413.71	70.13	288.62	505.26	389.03	269	335.32	151.05	220.18	650.99	925.23	437.99	987.99	297.53	565.76
phavu.G19833.gnm1.ann1.Phvul.009G089500	7.24	1.44	3.74	4.71	4.76	1.44	4.25	4.53	4.74	0.81	1.38	1.82	5.09	5.72	8.08
phavu.G19833.gnm1.ann1.Phvul.009G089600	348.04	28.54	353.13	216.59	75.71	30.52	359.45	84.12	290.56	95.76	65.79	46.66	315.73	406.13	128.06
phavu.G19833.gnm1.ann1.Phvul.009G089700	4.39	1.33	5.48	7.75	6.46	3.22	4.4	3.57	5.28	8.08	5.96	7	8.34	5.68	6.82
phavu.G19833.gnm1.ann1.Phvul.009G089800	2.6	0.35	7.29	16.19	8.95	4.13	5.31	0.25	0.23	8.1	2.78	1.17	7.1	1.33	4.62
phavu.G19833.gnm1.ann1.Phvul.009G089900	36.74	31.82	86.46	65.27	68.77	32.97	107.48	86.72	130.75	66.68	64.98	69.96	61.14	65.57	90.09
phavu.G19833.gnm1.ann1.Phvul.009G090000	3.93	13.06	10	5.47	6.25	1.35	8.49	7.53	13.1	4.69	7.26	7.29	6.34	4.64	8.8
phavu.G19833.gnm1.ann1.Phvul.009G090100	11.52	3.12	127.15	20.7	14.22	1.6	4.02	68.18	88.82	9.7	13.34	10.82	1.39	19.82	23.48
phavu.G19833.gnm1.ann1.Phvul.009G090200	11.07	4.31	22.88	18.8	12.35	8.03	17.57	15.3	30.29	10.88	5.91	4.85	19.86	9.2	13.95
phavu.G19833.gnm1.ann1.Phvul.009G090300	0	0.35	0.2	0.21	0.17	0.29	0.11	0.76	0.29	0.23	0.45	0	0.11	0	0
phavu.G19833.gnm1.ann1.Phvul.009G090400	11	2.65	8.25	11.61	8.41	7.56	5.64	4.19	5.06	12.44	11.92	7.97	8.25	12.4	6.42
phavu.G19833.gnm1.ann1.Phvul.009G090500	70.93	15.06	50.92	40.79	42.81	16.82	31.22	48.51	94.59	29.28	34.5	33.2	10.38	34.21	10
phavu.G19833.gnm1.ann1.Phvul.009G090600	4.89	0.73	4.33	1.02	1.17	0.41	0	0	0.21	0	0	0	8.98	21.52	2.03
phavu.G19833.gnm1.ann1.Phvul.009G090700	0	0	0.06	0.07	17.14	0.19	0	0	0	0.22	0.29	0.18	0.14	0.2	0.33
phavu.G19833.gnm1.ann1.Phvul.009G090800	9.59	0.42	9.33	27.64	10.51	13.75	5.86	0.68	0.37	22.31	3.7	2.09	2.27	1.34	1.44
phavu.G19833.gnm1.ann1.Phvul.009G090900	256.14	30.66	440.97	387.88	175.68	65.82	108.61	133.19	347.53	114.26	47.79	52.83	474.95	160.85	150.52
phavu.G19833.gnm1.ann1.Phvul.009G091000	0.99	0.06	0.89	0.43	1.6	0	0.27	0.18	0	0.22	0	0.09	0.17	0.27	0.23
phavu.G19833.gnm1.ann1.Phvul.009G091100	11.39	3.04	22.3	9.08	7.73	6.66	10.16	6.12	12.1	9.33	2.63	3.17	11.73	17.61	17.7
phavu.G19833.gnm1.ann1.Phvul.009G091200	10.56	6.72	4.42	4.3	4.6	3.32	3.94	2.86	4.33	3.65	3.35	1.95	2.92	2.22	3.13
phavu.G19833.gnm1.ann1.Phvul.009G091300	20.23	9.26	27.9	32.91	31.14	24.18	25.97	15.58	19.23	48.27	32.41	25.59	65.12	30.87	49.53
phavu.G19833.gnm1.ann1.Phvul.009G091400	5.68	2.67	10.36	5.85	4.86	1.58	4.81	3.08	3.95	1.72	1.8	1.21	6.07	8.11	7.85
phavu.G19833.gnm1.ann1.Phvul.009G091500	2.3	0.81	10	8.67	7.92	1.52	13.54	20.32	25.2	30.92	11.42	7.85	4.97	4	7.38
phavu.G19833.gnm1.ann1.Phvul.009G091600	0.32	0.11	1.69	0.15	0.38	0.25	0.99	0.32	0.15	0.46	0.12	0.12	0.09	0.24	0.17
phavu.G19833.gnm1.ann1.Phvul.009G091700	0.18	0.05	1.12	0.19	0.42	0.64	0.82	0.12	0.09	0.14	0.05	0.04	0	0.1	0.1
phavu.G19833.gnm1.ann1.Phvul.009G091800	0	0	0	0.06	0.21	0.09	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.009G091900	14.63	6.97	21.64	26.21	22.93	14.52	19.55	22.33	26.27	26.18	21.53	18.65	21.84	18.47	25.69
phavu.G19833.gnm1.ann1.Phvul.009G092000	2590.97	2891.32	36.69	64.17	64.47	8.11	250.74	337.64	471.94	29.84	142.45	80.51	2.48	1.52	1.05
phavu.G19833.gnm1.ann1.Phvul.009G092100	2.53	1.88	5.47	5.82	6.17	2.81	6.25	5.94	6.76	5.73	6.14	5.46	5.72	6.82	6.4
phavu.G19833.gnm1.ann1.Phvul.009G092200	8.58	2.65	6.84	32.73	18.83	6.31	11.17	12.69	9.39	199.81	162.62	83.18	8.93	13.81	16.18
phavu.G19833.gnm1.ann1.Phvul.009G092300	3.39	1.7	3.71	5.22	5.97	2.05	2.75	7.09	13.61	8.6	6.39	5.22	2.24	4.94	8.11
phavu.G19833.gnm1.ann1.Phvul.009G092400	594.71	820.06	51.18	74.36	115.47	58.92	145.94	50.81	109.57	47.76	43.78	43.99	11.82	6.06	10.91
phavu.G19833.gnm1.ann1.Phvul.009G092500	3.15	1.26	3.86	5.01	3.46	1.85	4.46	2.03	5.1	2.42	1.42	1.48	5.35	4.52	3.88
phavu.G19833.gnm1.ann1.Phvul.009G092600	201.02	78.68	609.9	480.19	319.82	126.46	495.14	380.81	645.26	308.84	187.65	202.78	494.11	606.17	405.77
phavu.G19833.gnm1.ann1.Phvul.009G092700	12.65	10.57	12.04	28.19	21.42	8.85	8.25	6.4	13.38	6.38	12.98	9.12	6.72	9.3	18.21
phavu.G19833.gnm1.ann1.Phvul.009G092800	44.56	3.99	54.05	39.33	5.7	1.91	5.35	2.12	14.61	2.07	1.81	2.06	17.32	22.89	3.06
phavu.G19833.gnm1.ann1.Phvul.009G092900	20.86	1.84	5.07	9.28	5.97	1.67	3.48	2.15	6.28	5.13	5.29	9.95	15.87	18.97	18.62
phavu.G19833.gnm1.ann1.Phvul.009G093000	7.75	6.64	1.95	3.61	4.22	2.62	4.25	2.07	3.47	2.74	1.5	0.56	0.83	0.24	0.42
phavu.G19833.gnm1.ann1.Phvul.009G093100	13.41	9	12.96	26.24	18.45	14.13	15.39	5.96	7.99	22.37	15.08	10.21	25.59	7.8	17.47
phavu.G19833.gnm1.ann1.Phvul.009G093200	10.5	37.8	19.35	39.93	71.2	33.04	34.67	108.22	152.63	61.4	36.37	37.26	22.91	26.67	47.86
phavu.G19833.gnm1.ann1.Phvul.009G093300	1.34	1.2	3.86	3.91	2.94	1.57	4.49	2.8	5.13	4.26	2.49	2.39	4.33	5.43	5.11
phavu.G19833.gnm1.ann1.Phvul.009G093400	1.46	0.44	1.77	0.69	1	0.2	1.2	0.25	0.2	0.35	0.15	0.42	0.46	3.67	3.01
phavu.G19833.gnm1.ann1.Phvul.009G093500	3	1.59	4.45	1.19	2.34	0.63	2.36	0.75	0.37	0.62	0.81	0.94	0.69	7.1	8.3
phavu.G19833.gnm1.ann1.Phvul.009G093600	24.3	30.08	11	34.64	71.37	9.97	87.47	1.56	3.78	2.74	1.51	1.78	2.75	6.15	4.47
phavu.G19833.gnm1.ann1.Phvul.009G093700	4.69	2.16	5.6	6.82	9.06	5.49	8.51	6.37	5.85	9.72	6.61	6.9	3.88	4.81	8.82
phavu.G19833.gnm1.ann1.Phvul.009G093800	33.54	13.44	36.04	57.05	47.42	29.84	34.67	21.63	36.78	70.2	52.39	40.47	65.3	46.12	49.64
phavu.G19833.gnm1.ann1.Phvul.009G093900	45.05	22.48	126.5	91.14	143.44	57.22	84.7	84.9	130.24	288.35	284.43	422.27	303.43	444.71	452.55
phavu.G19833.gnm1.ann1.Phvul.009G094000	0	0	6.57	0	0	0	0	0	0	0	2.4	3.1	0.51	51.02	0.5
phavu.G19833.gnm1.ann1.Phvul.009G094100	4.18	1.65	10.37	9.03	5.25	3.68	4.4	3.76	6.16	11.15	7.54	4.69	15.52	34.81	29.32
phavu.G19833.gnm1.ann1.Phvul.009G094200	234.16	74.95	316.43	303.55	264.28	115.19	319.98	161.26	217.68	153.69	90.04	109.23	345.27	308.58	375.73
phavu.G19833.gnm1.ann1.Phvul.009G094300	55.44	18.45	45.35	59.72	32.54	22.79	37.61	13.6	21.04	23.16	27.04	21.31	21.21	9.88	13.39
phavu.G19833.gnm1.ann1.Phvul.009G094400	19.43	3.83	23.86	16.53	14.78	5.2	18.21	8.6	17.37	11.31	27.23	19.9	46.91	30.36	45.85
phavu.G19833.gnm1.ann1.Phvul.009G094500	32.46	4.93	51.61	90.62	24.05	20.75	44.45	17.42	57.02	41.51	19.32	22.87	42.24	17.7	45.86
phavu.G19833.gnm1.ann1.Phvul.009G094600	0	0	0	0.14	0	0	0	0	0	0	0.1	0	0	2.43	5.63
phavu.G19833.gnm1.ann1.Phvul.009G094700	0	0	0	0	0	0	0	0.41	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.009G094800	1.57	0.77	1.99	0.61	2.83	0.65	1.56	0.7	0.33	0.34	0	0.2	0.24	0.69	1.91
phavu.G19833.gnm1.ann1.Phvul.009G094900	17.62	1.46	43.4	30.21	35.81	17.78	24.41	0.89	1.19	77.3	41.74	44.92	17.12	2.39	6.07
phavu.G19833.gnm1.ann1.Phvul.009G095000	0.81	0.39	2.98	4.07	1.49	1	0.63	0.52	0.91	13.71	3.63	2.09	11.2	3.21	8.8
phavu.G19833.gnm1.ann1.Phvul.009G095100	0.12	0	0	0	0	0	0	0	0	0	0	0	0.26	0.13	0
phavu.G19833.gnm1.ann1.Phvul.009G095200	10.49	8.56	16.21	20.26	19.94	18.54	16.77	13.65	22.55	28.29	13.48	10.59	20.08	20.59	24.06
phavu.G19833.gnm1.ann1.Phvul.009G095300	4.64	5.58	4.66	5.81	8.57	7.54	7.41	8.39	12.19	4.55	3.66	2.74	3.62	10.99	9.31
phavu.G19833.gnm1.ann1.Phvul.009G095400	114.41	57.19	220.42	170.4	104.52	66.28	213.54	165.24	200.3	153.17	269.41	185.7	244.8	167.28	247.78
phavu.G19833.gnm1.ann1.Phvul.009G095500	65.37	18.28	134.08	119.64	92.14	58.84	107.46	61.07	85.23	167.4	163.48	77.56	140.8	91.87	121.86
phavu.G19833.gnm1.ann1.Phvul.009G095600	159.62	52.01	314.65	273.86	195.62	135.49	245.1	115.43	157.84	300.26	214.06	114.18	340.68	224.07	314.89
phavu.G19833.gnm1.ann1.Phvul.009G095700	0.58	0.64	1.73	0.23	4.03	0.35	0.97	0.61	0.57	0.08	0.05	0.05	0.02	0.34	0.3
phavu.G19833.gnm1.ann1.Phvul.009G095800	0.15	0.02	8.97	0.26	1.08	0.23	0.17	0.52	1.04	0.86	0.21	0.05	13.15	12.87	1.16
phavu.G19833.gnm1.ann1.Phvul.009G095900	2.36	0.58	10.59	7.22	6.29	4.89	12.63	6.74	13.46	7.14	2.62	2.57	4.14	5.59	7.76
phavu.G19833.gnm1.ann1.Phvul.009G096000	0.09	0.08	0.57	1.48	4.27	1.95	7.03	4.67	50.24	2.5	2.27	3.8	0.61	21.04	3.05
phavu.G19833.gnm1.ann1.Phvul.009G096100	7.14	10.1	4.11	5.88	10.26	1.79	5.93	7.03	27.52	3.26	1.92	2.43	3.61	7.85	10.43
phavu.G19833.gnm1.ann1.Phvul.009G096200	0.13	0.09	0.29	1.99	0.38	0.04	0.08	0.23	0.07	0.18	0.25	0.11	18.4	17.04	48.28
phavu.G19833.gnm1.ann1.Phvul.009G096300	16.24	3.12	26.34	24.82	15.58	12.51	11.91	4.49	9.81	21.3	28.52	27.04	23.33	35.58	22.81
phavu.G19833.gnm1.ann1.Phvul.009G096400	0.94	4.31	2.42	1.51	3.63	1.42	0.38	0.46	2.31	1.39	0.9	1.34	0.65	3.42	12.16
phavu.G19833.gnm1.ann1.Phvul.009G096500	0.09	0.08	0.04	7.79	1.62	0	0.09	0.17	0.06	0.15	0.07	0.12	0.05	0.05	0.14
phavu.G19833.gnm1.ann1.Phvul.009G096600	22.43	6.62	17.83	40.52	27.01	12.36	14.93	13.23	25.23	27.56	30.82	28.12	18.1	13.5	17.43
phavu.G19833.gnm1.ann1.Phvul.009G096700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phavu.G19833.gnm1.ann1.Phvul.009G096800	0.33	0.52	0	0.53	12.44	0.5	0.45	0	0.38	403.99	139.91	87.31	0	0.09	0
phavu.G19833.gnm1.ann1.Phvul.009G096900	0.78	3.28	0	0.65	63.87	0.53	0.38	0.85	4.23	1569.64	544.14	350.47	0.19	0.09	0
phavu.G19833.gnm1.ann1.Phvul.009G097000	1.31	0.64	1.77	1.97	2.01	1.89	1.99	1.39	2.35	3.84	2.2	1.57	2.3	1.47	2.8
phavu.G19833.gnm1.ann1.Phvul.009G097100	0	0.26	0	0	0	2.31	0.1	0	0	134.91	79.12	13.46	0.21	0.1	0.2
phavu.G19833.gnm1.ann1.Phvul.009G097200	0	0	0	0.08	0	0	0	0	0	0	7.45	4.24	2.79	0.64	3.42
phavu.G19833.gnm1.ann1.Phvul.009G097300	5.86	1.41	6.44	17.59	8.17	6.1	6.69	3.83	5.61	12.65	8.42	5.2	6.59	2.89	7.08
phavu.G19833.gnm1.ann1.Phvul.009G097400	0.72	0	0.29	0.94	1.1	0.36	1.09	0.16	0.12	0.42	0.12	0.17	0.4	2.19	1.49
phavu.G19833.gnm1.ann1.Phvul.009G097500	1.1	0.16	1.27	4.09	2.74	2.33	1.01	0.23	0.09	3.64	0.62	0.58	4.34	0.89	2.81
phavu.G19833.gnm1.ann1.Phvul.009G097600	7.01	5.95	8.22	20.73	25.3	10.22	20.23	5.53	8.04	34.2	36.94	33.48	8.04	7.75	11.64
phavu.G19833.gnm1.ann1.Phvul.009G097700	18.79	7.6	17.41	26.82	25.94	16.75	24.39	17.07	27.28	26.02	27.67	25.8	15.08	14.83	24.55
phavu.G19833.gnm1.ann1.Phvul.009G097800	0.19	0.17	0.44	0.25	1.23	0.29	0.21	0.09	1.66	0.96	1.84	1.43	0.21	1.13	1.42
phavu.G19833.gnm1.ann1.Phvul.009G097900	0	0.06	0.07	0	5.48	0	0	0	0	0.08	0	0	0.37	0.07	0
phavu.G19833.gnm1.ann1.Phvul.009G098000	51.3	22.68	10.07	14.62	12.57	14.9	12.56	3.22	4.16	6.66	4	2.02	2.76	1.59	1.89
phavu.G19833.gnm1.ann1.Phvul.009G098100	0.58	0.12	1.58	2.5	1.23	0.6	0.85	0.51	0.41	1.08	1.4	1.09	0.71	0.57	0.78
phavu.G19833.gnm1.ann1.Phvul.009G098200	0.51	0.07	0.99	2.05	0.68	0.7	0.7	0.4	0.17	0.57	0.59	0.53	0.51	0.47	0.41
phavu.G19833.gnm1.ann1.Phvul.009G098300	53.38	10.69	61.51	79.78	61.98	48.65	61.46	32.49	54.63	83.45	99.63	67.92	97.09	60.39	99.73
phavu.G19833.gnm1.ann1.Phvul.009G098400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14
phavu.G19833.gnm1.ann1.Phvul.009G098500	6.32	2.16	9.19	10.43	7.33	3.33	9.37	6.3	9.82	9.32	8.7	9.48	14.69	9.91	12.29
phavu.G19833.gnm1.ann1.Phvul.009G098600	2.61	0.92	4.69	3.96	4.14	1.82	4.97	2.88	5.55	3.85	3.9	3.96	7.37	5.11	5.3
phavu.G19833.gnm1.ann1.Phvul.009G098700	15.79	6.41	18.2	29.03	21.89	17.42	19.49	17.95	17.16	24.33	15.69	12.26	17.24	14.35	17.43
phavu.G19833.gnm1.ann1.Phvul.009G098800	0	0	2	0.09	0.14	0.25	0	0	0.12	0.1	0	0.35	0	0	0.87
phavu.G19833.gnm1.ann1.Phvul.009G098900	2.29	1.09	1.51	3.2	3	2.77	2.85	1.33	2.09	3.04	2.46	2.09	2.13	1.19	2.18
