geneID	SRR1569274	SRR1569385	SRR1569432	SRR1569463	SRR1569464	SRR1569465	SRR1569467	SRR1569468	SRR1569469	SRR1569471	SRR1569472	SRR1569473	SRR1569474	SRR1569475	SRR1569477
phavu.G19833.gnm1.ann1.Phvul.001G014900	42.87	24.24	95.59	56.47	64.23	51.76	129.03	63.72	115.14	94.06	32.04	33.96	10.59	46.06	78.82
phavu.G19833.gnm1.ann1.Phvul.001G015000	0.04	0.04	0.09	0.05	1.79	0.13	0.24	0.17	0	0	0	0	0.05	0.09	0.14
phavu.G19833.gnm1.ann1.Phvul.001G015100	23.28	7.44	20.57	39.22	21.37	17	15.67	14.24	12.78	26.71	20.29	15.08	28.97	15.17	17.36
phavu.G19833.gnm1.ann1.Phvul.001G015200	0.02	0	0.04	0.02	0.06	0	0.06	0	0	0.04	0	0	0.04	0.11	0.04
phavu.G19833.gnm1.ann1.Phvul.001G015300	125.63	56.59	120.68	103.68	84.3	52.99	80.36	59.75	102.33	102.22	81.43	51.68	134.93	164.24	128.54
phavu.G19833.gnm1.ann1.Phvul.001G015400	10.49	5.16	18.38	24.57	36.93	24.82	35.59	23.61	25.38	42.84	38.2	45.19	22.91	14.37	36.38
phavu.G19833.gnm1.ann1.Phvul.001G015500	1.85	0.97	2.61	3.44	3.04	1.46	3.38	1.73	3.72	4.85	4.15	3.78	4.03	2.73	3.44
phavu.G19833.gnm1.ann1.Phvul.001G015600	1.84	0.35	1.1	3.58	1.94	1.03	0.99	0.61	1.12	3.25	1.49	0.99	1.86	2.11	1.92
phavu.G19833.gnm1.ann1.Phvul.001G015700	14.45	8.68	14.93	24.81	26.41	18.16	26.04	9.67	12.9	20.6	19.66	18.06	21.26	6.83	11.92
phavu.G19833.gnm1.ann1.Phvul.001G015800	13.99	5.14	20.09	14.58	16.84	6.4	15.54	13.56	15.02	17.96	18.08	19.93	49.64	36.14	45.39
phavu.G19833.gnm1.ann1.Phvul.001G015900	21.57	9.91	23.45	23.79	20.32	9.68	21.31	11.59	26.87	21	18.86	18.97	16.72	19.85	22.31
phavu.G19833.gnm1.ann1.Phvul.001G016000	5.21	1.7	11.34	11.73	12.66	3.13	10.84	7.64	15.98	11.3	9.28	9.81	12.42	9.28	11.86
phavu.G19833.gnm1.ann1.Phvul.001G016100	52.41	22.07	118.27	156.26	132.53	49.65	128.69	69.79	119.22	74.05	30.87	30.14	105.69	52.9	107.91
phavu.G19833.gnm1.ann1.Phvul.001G016200	3.38	1.27	2.42	4.9	3.38	1.98	2.08	1.6	3.06	2.87	2.23	2.1	5.56	1.74	3.76
phavu.G19833.gnm1.ann1.Phvul.001G016300	0.39	0.18	0.61	1.05	3.61	0.2	0.36	0	0.1	0.23	0	0	3.11	0.5	1.89
phavu.G19833.gnm1.ann1.Phvul.001G016400	2.65	0.29	0.05	1.05	0.96	0.28	0.2	0.09	0.14	0.77	4.38	4.11	1.03	0.7	0.1
phavu.G19833.gnm1.ann1.Phvul.001G016500	12.95	2.36	14.79	17.96	10.66	4.16	8.3	5.67	8.27	5.13	3.87	3.17	9.52	15.79	9.88
phavu.G19833.gnm1.ann1.Phvul.001G016600	6.46	0.2	0	7.26	235.86	0.85	1.29	0.33	0.09	1.4	0.35	0.96	0.43	0	0.12
phavu.G19833.gnm1.ann1.Phvul.001G016700	19.8	3.32	0.73	18.8	73.26	5.17	25.47	7.5	1.08	45.16	13.28	16.64	0.39	0.38	1.6
phavu.G19833.gnm1.ann1.Phvul.001G016800	6.01	2.88	2.22	2.69	3.61	0.34	1.1	1.8	3.18	3.37	4.52	4.7	7.76	6.48	8.12
phavu.G19833.gnm1.ann1.Phvul.001G016900	32.14	2.18	98.94	72.4	29.3	8.6	42.12	36.8	50.27	35.27	5.47	5.78	27.27	18.37	18.2
phavu.G19833.gnm1.ann1.Phvul.001G017000	2.41	0	0.64	3.18	0.39	0	0.24	0.22	0.6	0	0.17	0.16	2.6	5.45	3
phavu.G19833.gnm1.ann1.Phvul.001G017100	8.64	1.3	13.37	8.97	5.76	3.1	4.53	3.34	5.98	5.07	2.5	1.96	10.77	23.25	8.49
phavu.G19833.gnm1.ann1.Phvul.001G017200	0	0	0	0.03	0	0.15	0	0	0	0.06	0	0	0	0.05	0
phavu.G19833.gnm1.ann1.Phvul.001G017300	4.38	1.53	1.9	4.69	5.36	2.49	4	2.54	2.91	7.7	7.23	5.17	4.68	2.96	3.81
phavu.G19833.gnm1.ann1.Phvul.001G017400	0.97	0.09	1.48	3.6	32.15	2.98	3.27	1.16	3.94	19.52	6.29	5.47	0.02	0	0
phavu.G19833.gnm1.ann1.Phvul.001G017500	174.22	124.35	20.77	43.51	43.91	40.14	49.73	13.62	16.24	28.54	20.73	15.35	13.73	4.3	8.58
phavu.G19833.gnm1.ann1.Phvul.001G017600	6.91	2.71	11.06	11.43	12.23	8.05	13.7	7.81	9.5	13.28	9.66	8.57	12.64	8.96	13.6
phavu.G19833.gnm1.ann1.Phvul.001G017700	6.4	2.45	9.63	10.03	9.22	4.15	10.25	5.75	6.42	7.47	8.74	7.39	10.43	7.07	8.66
phavu.G19833.gnm1.ann1.Phvul.001G017800	367.64	32.47	759.35	379.5	193.18	31.68	82.7	58.84	334.24	98.52	90.18	114.48	289.46	528.49	89.8
phavu.G19833.gnm1.ann1.Phvul.001G017900	1.63	5.05	0.5	13.16	39.09	4.27	6.74	4.02	4.28	28.43	10.2	9.74	4.6	6.61	9.16
phavu.G19833.gnm1.ann1.Phvul.001G018000	9.51	5.12	6.63	3.21	5.62	2.4	6.69	3.48	6.96	0.62	1.32	0.47	5.82	5.87	7.69
phavu.G19833.gnm1.ann1.Phvul.001G018100	10.75	2.88	9.47	4.27	5.91	1.01	8.82	6.92	9.58	1.18	1.37	0.79	12.83	8.97	7.34
phavu.G19833.gnm1.ann1.Phvul.001G018200	7.66	9.4	1.37	3.92	4.58	2.52	0.18	0	0.25	0	2.05	0.95	46.98	5.21	32.02
phavu.G19833.gnm1.ann1.Phvul.001G018300	3.91	3.66	0.77	2.04	1.28	0.27	0.03	0.29	0.05	0.07	1.66	1.57	37.85	4.44	15.59
phavu.G19833.gnm1.ann1.Phvul.001G018400	0	0	0	0.83	0.13	0.11	0	0	0	2.24	3.27	3.07	0	0.04	0.04
phavu.G19833.gnm1.ann1.Phvul.001G018500	9.78	4.4	7.56	12.56	13.55	5.52	8.35	7.55	7.53	13.7	14.39	9.99	10.79	10.64	9.71
phavu.G19833.gnm1.ann1.Phvul.001G018600	3.54	1.63	5.34	3.67	6.67	1.46	4.94	4.42	9.48	5.48	4.55	4.8	8.7	5.78	6.68
phavu.G19833.gnm1.ann1.Phvul.001G018700	8.31	2.65	20.84	15.74	8.46	3.36	10.46	14.84	27.55	13.12	10.12	9.43	32.64	14.07	28.22
phavu.G19833.gnm1.ann1.Phvul.001G018800	57.24	12.35	88.95	75.03	34.97	8	23.02	22.67	59.14	2.01	3.06	2.39	69.72	58.54	49.39
phavu.G19833.gnm1.ann1.Phvul.001G018900	13.89	12.62	15.03	10.12	10.62	1.98	7.59	3.77	10.47	1.71	2.14	2.05	4.56	6.25	7.64
phavu.G19833.gnm1.ann1.Phvul.001G019000	2.69	1.63	4.3	3.8	4.18	1.54	4.04	3.75	6.83	3.87	3.24	3.67	3.68	2.43	4.5
phavu.G19833.gnm1.ann1.Phvul.001G019100	18.88	1.37	21.31	21.57	7.7	1.5	4.9	1.37	2.72	0.46	0.35	0.06	2.48	5.16	0.07
phavu.G19833.gnm1.ann1.Phvul.001G019200	1.55	0	0.6	1.86	0	0	0.21	0	0.59	0.23	0	0	0.85	1.25	1.03
phavu.G19833.gnm1.ann1.Phvul.001G019300	13.01	0	11.83	3.43	0.15	0.81	0.39	3.48	19.46	0.11	2.88	0	68.45	377.75	38.74
phavu.G19833.gnm1.ann1.Phvul.001G019400	3.76	6.11	1.18	1.96	7.29	5.86	16.08	25.05	14.79	33.04	5.96	2.94	3.43	5.41	5.75
phavu.G19833.gnm1.ann1.Phvul.001G019500	2.37	0.43	0.82	1.79	0.29	0.7	0.02	0.57	0.7	0.02	0.61	0.78	0.09	1.96	3.67
phavu.G19833.gnm1.ann1.Phvul.001G019600	54.85	8.12	49.56	57.09	22.63	18.29	31.92	24.89	41.36	26.93	25.12	17.89	78.92	31.87	39.06
phavu.G19833.gnm1.ann1.Phvul.001G019700	0	0	2.08	0.33	5.35	2.83	0	0	0	0.37	2.16	1.11	0	0.67	0.5
phavu.G19833.gnm1.ann1.Phvul.001G019800	13.53	1.88	26.43	11.23	6.97	3.52	6.27	4.54	10.57	5.78	3.23	2.1	8.29	30.32	11.82
phavu.G19833.gnm1.ann1.Phvul.001G019900	21.2	9.82	6.24	10.33	8.61	7.04	8.12	3.16	5.85	8.64	7.4	4.91	6.62	1.94	4.22
phavu.G19833.gnm1.ann1.Phvul.001G020000	2.79	0.81	5.68	4.51	3.52	2.22	2.72	3.2	4.32	2.73	1.75	1.5	4.54	9.41	5.02
phavu.G19833.gnm1.ann1.Phvul.001G020100	144.76	4.45	176.44	86.15	21.94	2.61	0.28	0.5	0.74	0.03	0.22	0.16	24.83	78.64	14.61
phavu.G19833.gnm1.ann1.Phvul.001G020200	0.1	0.03	0	0.64	0	0	0	0.06	0	0	0.1	0	1.47	35.7	19.12
phavu.G19833.gnm1.ann1.Phvul.001G020300	0.41	0.05	1.62	0.76	0.61	0.15	0.28	0	0.62	0.36	0.24	0	1.74	7.62	0.38
phavu.G19833.gnm1.ann1.Phvul.001G020400	26.55	9.39	35.52	52.23	53.5	19.99	37.44	19.53	26.06	75.35	61.38	59.11	84.82	49.57	73.22
phavu.G19833.gnm1.ann1.Phvul.001G020500	38.54	53.91	2.75	10.36	17.06	4.38	16.88	7.17	13.68	5.14	3.78	3.81	1.96	2.16	1.31
phavu.G19833.gnm1.ann1.Phvul.001G020600	58.78	35.75	93.24	96.49	109.72	39.28	111.73	53.23	71.24	174.83	148.17	125.51	187.05	108.34	173.61
phavu.G19833.gnm1.ann1.Phvul.001G020700	0.55	0.4	0.45	1.3	1.14	0.33	0.96	0	0.5	0.13	0.17	0.63	1.09	0.59	0.24
phavu.G19833.gnm1.ann1.Phvul.001G020800	0.81	0.8	7.15	1.64	5.14	1.22	5.99	6.94	8.94	9.94	16.31	14.51	1.42	3.92	10.36
phavu.G19833.gnm1.ann1.Phvul.001G020900	10.11	4.04	30.57	22.19	20.18	9.29	21.65	11.45	24.5	27.98	19.61	23.41	36.81	22.78	24.97
phavu.G19833.gnm1.ann1.Phvul.001G021000	2.45	1.38	6.2	6.77	4.1	2.69	4.99	2.41	3.19	5.28	3.58	3.06	2.68	1.82	2.96
phavu.G19833.gnm1.ann1.Phvul.001G021100	1.9	0.39	2.77	4.42	3.03	2.12	2.54	1.89	1.58	5.74	3.89	2.13	5.81	3.58	4.6
phavu.G19833.gnm1.ann1.Phvul.001G021200	21.17	3.38	31.89	8.29	7.21	3.71	5.59	3.35	4.43	9.07	9.21	9.88	18.72	22.93	9.1
phavu.G19833.gnm1.ann1.Phvul.001G021300	16.74	13.53	3.07	2.2	4.24	3.11	14.78	33.07	42.36	1.46	1.27	1.02	0.91	3.77	12.29
phavu.G19833.gnm1.ann1.Phvul.001G021400	0.38	0.05	0.81	0.47	2.08	0.6	1.51	5.06	3.75	1.38	0.73	0.37	0.59	3.07	12.43
phavu.G19833.gnm1.ann1.Phvul.001G021500	7.58	12.41	25.45	8.46	21.55	4.99	38.1	7.72	17.49	0.39	0	0.94	0	10.31	14.08
phavu.G19833.gnm1.ann1.Phvul.001G021600	6.21	1.65	29.7	13.99	1.15	1.02	0	0	0	0.2	0	0	0	1.27	3.05
phavu.G19833.gnm1.ann1.Phvul.001G021700	0.74	0.53	29.29	4.12	0	0	0	0	0	0	0.23	0	0	7.19	26.91
phavu.G19833.gnm1.ann1.Phvul.001G021800	1.64	0.7	37.27	4.18	4.47	0.54	1.18	9.12	11.87	0.48	0.82	0.83	0.64	9.83	15.48
phavu.G19833.gnm1.ann1.Phvul.001G021900	1.17	1.13	4.83	1.32	3.44	0.68	1.49	5.48	10.01	0.88	1.14	1.09	0.69	6.83	12.64
phavu.G19833.gnm1.ann1.Phvul.001G022000	60.53	31.31	80.66	65.07	89.33	34.35	98.07	63.81	103.4	152.71	162.47	103.7	52.18	49.07	74.11
phavu.G19833.gnm1.ann1.Phvul.001G022100	0.55	0.99	1.76	2.18	3.1	2.4	3.17	1.5	3.35	4.44	0.04	0.14	0.29	0.23	0.33
phavu.G19833.gnm1.ann1.Phvul.001G022200	0.7	0.14	1.08	1.36	2.08	0.87	0.49	1.98	0.92	2.97	3.48	2.9	1.05	1.58	2.38
phavu.G19833.gnm1.ann1.Phvul.001G022300	6.9	1.83	22.51	11.34	9.21	5.29	8.62	7.09	9.34	6.07	6.14	6.33	24.21	48.58	18.97
phavu.G19833.gnm1.ann1.Phvul.001G022400	0	0.02	0	0.04	0.03	0	0.02	0	0	0.07	0	0	0.26	0.56	1.57
phavu.G19833.gnm1.ann1.Phvul.001G022500	13.37	4.01	15.27	22.67	16.78	9.65	14.47	7.19	14.34	23.64	21.69	21.33	15.33	9.41	18.08
phavu.G19833.gnm1.ann1.Phvul.001G022600	1.58	0.67	2.67	4.82	3.32	2.41	3.11	3.33	4.02	3.55	2.09	1.76	2.82	2.1	3.49
phavu.G19833.gnm1.ann1.Phvul.001G022700	6.69	1.55	8.52	45.96	32.5	18.34	10.58	1.05	1.16	80.29	20.8	15.94	35.96	6.47	18.62
phavu.G19833.gnm1.ann1.Phvul.001G022800	0.35	0.25	7.83	0.53	0.89	0.79	0.46	2.72	2.47	9.65	2.66	4.65	0.16	1.63	4.52
phavu.G19833.gnm1.ann1.Phvul.001G022900	0.83	0.74	5.76	14.96	8.86	6.16	6.59	1.49	2.99	10.46	3.63	3.53	11.42	1.17	10.87
phavu.G19833.gnm1.ann1.Phvul.001G023000	3.98	0.14	4.98	5.29	1.67	0.81	0.7	0.84	0.24	2.55	1.58	1.61	4.39	1.68	1.32
phavu.G19833.gnm1.ann1.Phvul.001G023100	10.12	4.41	11.8	16.43	16.88	6.8	11.47	6.38	10.33	17.85	18.34	13.98	18.24	13.81	15.53
phavu.G19833.gnm1.ann1.Phvul.001G023200	0.75	0.13	1.02	3.02	3.67	1.09	0.79	0.06	0.23	2.31	1.71	0.98	0.03	0.16	0.03
phavu.G19833.gnm1.ann1.Phvul.001G023300	19.22	9.44	29.01	36.4	17.77	7.53	6.02	9.42	18.11	12.2	15.23	11.27	28.52	41.71	29.89
phavu.G19833.gnm1.ann1.Phvul.001G023400	12.22	1.25	15.02	20.6	7.66	4.97	8.99	8.08	12.98	10.62	7.11	6.35	14.94	12.06	10.66
phavu.G19833.gnm1.ann1.Phvul.001G023500	162.27	35.38	202.12	289.1	210.08	237.44	183.79	128.55	145.99	321.1	293.51	155.79	298.24	76.29	283.44
phavu.G19833.gnm1.ann1.Phvul.001G023600	1.44	3.03	50.48	14.53	9.83	44.51	14.94	2.49	1.77	0.2	0	0.16	0.12	0.54	4.98
phavu.G19833.gnm1.ann1.Phvul.001G023700	11.16	2.16	88.1	13.33	15.92	2.74	15.02	55.74	134.04	3.33	3.25	2.29	65.73	114.1	52.75
phavu.G19833.gnm1.ann1.Phvul.001G023800	19.11	10.74	8.93	14.93	13.07	11.13	10.07	4.64	5.65	9.8	7.06	3.74	9.1	4.97	6.68
phavu.G19833.gnm1.ann1.Phvul.001G023900	100.95	47.92	58.07	64.46	56.09	33.46	64.49	17.17	56.27	55.21	33.12	26.63	19.85	15.6	16.54
phavu.G19833.gnm1.ann1.Phvul.001G024000	0.17	0.11	0.61	0.86	0.44	0.39	1.67	1.25	1.61	4.43	2.36	2.49	4.22	3.76	6.14
phavu.G19833.gnm1.ann1.Phvul.001G024100	15.36	4.17	17.55	17.03	11.56	7.66	10.7	4.38	6.99	9.43	11.98	9.98	23.02	18.05	15.93
phavu.G19833.gnm1.ann1.Phvul.001G024200	7.42	2	10.96	10.78	19.56	16.17	28.75	7.42	2.15	7.49	4.83	2.86	22.01	6.46	9.73
phavu.G19833.gnm1.ann1.Phvul.001G024300	2.92	2.44	2.72	2.05	4.75	1.82	6.24	3.9	6.25	7.1	7.52	7.92	3.31	3.02	6.66
phavu.G19833.gnm1.ann1.Phvul.001G024400	1.87	5.37	11.18	2.08	4.77	1.13	1.39	0.58	0.23	0.62	0.23	0.21	0.41	1.13	19.6
phavu.G19833.gnm1.ann1.Phvul.001G024500	347.44	165.66	348.17	339.64	479.91	150.77	295.52	268.26	473.65	221.92	106.16	112.53	410.78	462.31	670.43
phavu.G19833.gnm1.ann1.Phvul.001G024600	10.31	3.89	13.7	11.84	9.59	4.32	8.9	7.44	12.04	13.44	11.75	10.35	14.81	13.16	11.55
phavu.G19833.gnm1.ann1.Phvul.001G024700	73.46	19.04	89.41	150.86	108.14	42.09	120.87	71.5	136.14	119.83	61.63	52.87	106.49	86.55	118.23
phavu.G19833.gnm1.ann1.Phvul.001G024800	2.87	0.67	2.9	5.58	3.72	2.13	2.13	1.38	2.24	6.51	4.45	2.51	5.57	2.58	3.49
phavu.G19833.gnm1.ann1.Phvul.001G024900	26.5	9.04	38.19	55.72	28.36	30.14	22.2	1.48	1.15	29.11	34.01	25.66	21.95	9.3	38.62
phavu.G19833.gnm1.ann1.Phvul.001G025000	374.43	164.06	159.44	545.92	319.41	201.69	1013.59	136.46	125.05	220.79	518.11	591.6	1230.77	432.95	323.89
phavu.G19833.gnm1.ann1.Phvul.001G025100	66.07	6.7	183.54	52.8	34.99	9.05	61.28	60.91	120.96	38.99	26.99	24.49	11.8	22.11	19.07
phavu.G19833.gnm1.ann1.Phvul.001G025200	178.55	2.55	261.73	201.89	87.03	16.06	69.14	28.91	146.27	73.34	151.36	211.49	165.86	203.89	66.91
phavu.G19833.gnm1.ann1.Phvul.001G025300	1.23	0	2.17	1.13	1.21	0.53	0.38	0	0.27	3.95	15.97	17.02	8.52	18.38	3.94
phavu.G19833.gnm1.ann1.Phvul.001G025400	105.38	16.81	125.81	281.06	142.38	81.02	129.66	73.75	108.35	296.4	162.42	136.02	339.65	120.8	169.18
phavu.G19833.gnm1.ann1.Phvul.001G025500	15.28	1.28	36.37	59.72	8.21	0	8.33	1.86	4.34	7.34	2.21	1.36	12.63	5.15	18.36
phavu.G19833.gnm1.ann1.Phvul.001G025600	6.59	0.88	6.96	14.6	7.16	3.97	3.56	1.31	1.69	11.4	5.9	3.86	10.07	2.92	5.7
phavu.G19833.gnm1.ann1.Phvul.001G025700	4.81	1.37	4.08	8.17	5.07	2.66	4.97	2.27	3.18	5.97	3.88	3.07	4.81	4.18	3.18
phavu.G19833.gnm1.ann1.Phvul.001G025800	20.36	7.2	9.5	30.43	22.3	17.06	94.8	0.82	0.32	203.72	347.55	417.11	0.85	0.15	0.23
phavu.G19833.gnm1.ann1.Phvul.001G025900	17.02	8.53	14.04	48.23	33.83	13.41	24.83	13.65	22.98	82.22	47.02	46.35	41.72	18.11	26.03
phavu.G19833.gnm1.ann1.Phvul.001G026000	53.87	7.27	47.58	43.53	15.04	6.74	19.06	15.42	27.84	13.28	11.14	9.4	28.16	39.52	13.51
phavu.G19833.gnm1.ann1.Phvul.001G026100	53.71	15.62	120.29	48.82	100.55	7.39	325.26	2163.62	6922.67	75.22	73.85	80.84	20.95	97.89	111.19
phavu.G19833.gnm1.ann1.Phvul.001G026200	19.67	0.95	48.3	21.76	4.82	2.08	11.88	22.09	25.14	5.28	2.78	3.67	28.93	76.41	20.71
phavu.G19833.gnm1.ann1.Phvul.001G026300	6.9	3.11	10.26	15.84	12.91	6.46	8.8	9.37	13.36	14.36	9.31	7.69	11.72	12.87	11.56
phavu.G19833.gnm1.ann1.Phvul.001G026400	10.1	8.79	0.25	13.52	12.24	2.33	2.31	0.28	0.07	19.34	50.16	26.65	0.16	0	0.05
phavu.G19833.gnm1.ann1.Phvul.001G026500	7.63	0.17	1.07	7.09	1.39	0.14	1.24	0.37	0.36	3.64	24.02	11.27	0.31	0.31	0.05
phavu.G19833.gnm1.ann1.Phvul.001G026600	8.92	0.66	8.52	12.4	7.01	2.8	4.75	1.99	2.6	8.93	4.68	4.41	7.55	8.18	4.17
phavu.G19833.gnm1.ann1.Phvul.001G026700	435.32	3.15	788.6	311.31	20.53	7.44	90.07	81.05	416.72	11.77	10.46	5.17	280.99	499.93	91
phavu.G19833.gnm1.ann1.Phvul.001G026800	0	0	0	0.07	0	0.2	0	0	0	0	0	0.19	0.07	0.21	1.53
phavu.G19833.gnm1.ann1.Phvul.001G026900	4.38	1.24	5.12	8.66	5.82	3.44	4.28	4.7	7.82	6.42	5.6	4.69	3.75	5.43	4.93
phavu.G19833.gnm1.ann1.Phvul.001G027000	0	0.49	0	0	0	0	0.6	0	0	0	0	0	0	1.77	0
phavu.G19833.gnm1.ann1.Phvul.001G027100	3.11	0.79	9.51	8.6	15.62	6.99	9.81	3.42	8.45	11.97	5.28	9.08	4.56	5.75	6.98
phavu.G19833.gnm1.ann1.Phvul.001G027200	6.64	0.72	6.43	12.73	4.76	3.1	2.82	1.65	2.84	7.86	4.67	2.54	13.46	5.48	5.95
phavu.G19833.gnm1.ann1.Phvul.001G027300	39.16	25.49	65.75	64.06	90.87	15.67	40.55	45.71	139.24	20.01	29.11	30.72	63.63	36.25	87.9
phavu.G19833.gnm1.ann1.Phvul.001G027400	160.1	29.37	114.69	311.86	484.78	156.9	628.31	196.75	626.25	594.83	107.86	119.73	39.06	25.38	74.88
phavu.G19833.gnm1.ann1.Phvul.001G027500	0.77	0.53	2.21	1.4	3.38	2.16	4.61	3.37	2.26	2.96	1.19	1.02	0.72	1.48	1.65
phavu.G19833.gnm1.ann1.Phvul.001G027600	10.94	21.68	11.98	10.07	15.16	8.01	14.79	12.1	16.96	14.72	9.53	6.93	8.61	9.62	14.43
phavu.G19833.gnm1.ann1.Phvul.001G027700	5.06	4.22	9.38	4.42	7.41	6.79	8.09	9.38	10.08	4.16	1.11	0.71	2.2	2.04	9.42
phavu.G19833.gnm1.ann1.Phvul.001G027800	14.77	5.75	23.06	17.46	20.54	5.11	25.58	14.66	44.53	21.82	21.85	17.74	15.39	28.03	30.79
phavu.G19833.gnm1.ann1.Phvul.001G027900	0.31	1.43	0.42	0.72	0.53	0	0.62	0.6	1.33	1.58	0.4	0.37	0.28	0.56	5.01
phavu.G19833.gnm1.ann1.Phvul.001G028000	4.39	0.76	7.09	9.4	6.14	2.88	5.33	3.31	6.08	8.55	4.51	3.15	15.61	5.84	8.54
phavu.G19833.gnm1.ann1.Phvul.001G028100	1.43	0	0.44	2.91	0.99	0.43	0	0.56	2.17	0	0	0.2	13.74	20.55	28.16
phavu.G19833.gnm1.ann1.Phvul.001G028200	22.55	3.9	67.77	21	12.3	9.23	45.3	14.63	16.07	19.76	7.32	3.49	51.3	51.76	54.37
phavu.G19833.gnm1.ann1.Phvul.001G028300	18.14	7.26	24.53	33.04	33.98	14.85	37.03	23.11	44.9	37.01	26.03	26.9	31.05	29.49	37.27
phavu.G19833.gnm1.ann1.Phvul.001G028400	0	0	0.1	0.05	0	0	0.31	0	0	0.11	0.07	0.07	0.05	0.05	0.05
phavu.G19833.gnm1.ann1.Phvul.001G028500	1.64	0	0.19	3.12	3.29	0	0.4	0	0.28	3.02	323.35	454.42	0	0.2	0.1
phavu.G19833.gnm1.ann1.Phvul.001G028600	24.18	7.61	25.85	61.9	40	15.84	28.53	12.02	16.92	34.67	109.84	70.41	14.99	12.29	24.59
phavu.G19833.gnm1.ann1.Phvul.001G028700	0.27	0.07	0.61	0.71	0.34	0.45	0.64	0.14	0.15	9.92	7.73	7.68	0.27	0.24	0.26
phavu.G19833.gnm1.ann1.Phvul.001G028800	3.29	4.09	1.27	6.06	12.86	5.85	6.76	1.6	2.24	5.64	0.44	0.18	0.09	1.02	1.4
phavu.G19833.gnm1.ann1.Phvul.001G028900	13.4	1.92	15.04	26.64	14.52	13.03	9.72	8.27	11.17	19.34	21.33	11.1	22.92	9.16	19.05
phavu.G19833.gnm1.ann1.Phvul.001G029000	4.42	1.49	11.27	17.05	11.03	7.64	14.14	4.37	8.83	17.06	8.38	5.59	10.05	4.97	6.13
phavu.G19833.gnm1.ann1.Phvul.001G029100	60.94	5.42	1001.64	557.79	70.52	19.77	108.26	30.2	247.9	36.48	11.37	27.74	2375.28	3450.78	109.42
phavu.G19833.gnm1.ann1.Phvul.001G029200	5.48	5.9	31.94	5.86	6.47	1.9	0.34	1.22	7.84	25.77	2.42	0.45	0.17	3.89	0
phavu.G19833.gnm1.ann1.Phvul.001G029300	4.09	1.83	36.94	16.99	15.63	8.94	30.46	6.2	8.95	35.74	8.05	6.47	10.26	18.12	24.5
phavu.G19833.gnm1.ann1.Phvul.001G029400	2.81	0.6	7.52	10.08	7.96	4.72	8.3	2.54	2.71	12.07	4.1	2.55	8.53	5.79	7.4
phavu.G19833.gnm1.ann1.Phvul.001G029500	0.72	0.16	1.3	0.58	2.17	0.54	3.34	1.05	12	1.92	0.28	0.51	5.35	1.36	1.54
phavu.G19833.gnm1.ann1.Phvul.001G029600	3.54	0.17	5.28	11.95	6.39	7.37	3.35	0.7	0.64	9.26	1.95	0.82	12.45	5.06	5.17
phavu.G19833.gnm1.ann1.Phvul.001G029700	2.28	3.53	0.43	1.63	0.36	1.67	0.38	0	0	0.33	0.85	0.79	0	0.6	1.26
phavu.G19833.gnm1.ann1.Phvul.001G029800	15.07	3.45	21.54	34.87	22.56	11.87	19.73	14.19	20.4	26.56	19.11	10	25.65	16.41	15.96
phavu.G19833.gnm1.ann1.Phvul.001G029900	0.33	0.29	0.84	1.39	0.28	0.99	1.42	3.5	0.25	0.19	0	0	0.9	0.35	0.35
phavu.G19833.gnm1.ann1.Phvul.001G030000	30.61	5.72	36.52	44.69	34.02	17.01	29.14	12.61	25.26	45.8	40.95	29.44	65.92	42.35	55.64
phavu.G19833.gnm1.ann1.Phvul.001G030100	11.21	148.35	21.93	97.47	15.43	58.83	31.78	60.52	9.63	11.5	4.61	1.6	1.65	2.02	0.8
phavu.G19833.gnm1.ann1.Phvul.001G030200	7.55	2.95	11.12	14.21	12.03	7.53	8.16	7.82	12.25	13.59	13.28	10.63	10.93	9.78	14
phavu.G19833.gnm1.ann1.Phvul.001G030300	18.69	6.65	25.92	25.88	25.9	14.22	23.55	16.38	19	40.49	37.36	28.69	33.19	24.53	33.64
phavu.G19833.gnm1.ann1.Phvul.001G030400	0	0.06	0	0	0.11	0	0.07	0	0	0	0	0	0	0.07	0.14
phavu.G19833.gnm1.ann1.Phvul.001G030500	0.06	0	0.24	0	0.29	0.35	0.25	0	0	0.07	0	0	0.06	0.06	0.24
phavu.G19833.gnm1.ann1.Phvul.001G030600	37.68	33.97	4.54	8.54	7.55	5.64	6.59	1.79	2.17	3.62	2.4	1.31	3.51	0.77	1.55
phavu.G19833.gnm1.ann1.Phvul.001G030700	14.55	3.21	17.92	27.71	18.1	11.66	15.87	8.93	18.76	29.67	21.78	12.96	21.45	11.28	20.76
phavu.G19833.gnm1.ann1.Phvul.001G030800	1.08	3.89	13.26	1.88	3.5	2.05	0.59	1.59	33.93	0.32	0.63	0	0.9	13.75	44.62
phavu.G19833.gnm1.ann1.Phvul.001G030900	0	0.24	0.83	0	0.46	0.81	0.29	0	0.81	6.66	2.48	0.76	0	0.29	0.29
phavu.G19833.gnm1.ann1.Phvul.001G031000	57.14	4.72	9.27	180.17	46.49	24.14	2.31	0.67	1.01	10.42	85	95.21	149.51	49.24	36.73
phavu.G19833.gnm1.ann1.Phvul.001G031100	56.84	49.15	14.51	24.09	18.79	10.24	19.06	11.77	28.05	11.62	15.14	10.97	11.68	7.91	15.85
